rmse,mae,mape,r2,directional_accuracy,win_rate,sharpe_ratio,max_drawdown,n_params,run_name
2076.797416011561,1504.6889377369744,1.5987482988319954,0.9830636681670155,50.13850415512465,50.13850415512465,0.5024951824327646,-0.40585237741470337,107265,gru_BTC_1d_h1
