rmse,mae,mape,r2,directional_accuracy,win_rate,sharpe_ratio,max_drawdown,n_params,run_name
2205.0384688837325,1604.4113285783371,1.717108502962007,0.9803226480033586,50.63938618925832,50.63938618925832,0.6314912551840773,-0.405852347612381,573953,cnn_lstm_BTC_1d_h1
