rmse,mae,mape,r2,directional_accuracy,win_rate,sharpe_ratio,max_drawdown,n_params,run_name
2084.796975418217,1518.676416115715,1.6097459770755707,0.9829329436932732,50.13850415512465,50.13850415512465,0.5024951824327646,-0.40585237741470337,142977,lstm_BTC_1d_h1
