rmse,mae,mape,r2,directional_accuracy,win_rate,sharpe_ratio,max_drawdown,n_params,run_name
2142.018497572585,1571.3369928373854,1.6723187172654739,0.9819832057705743,50.13850415512465,50.13850415512465,-0.4177613796740291,-0.5171090364456177,417665,transformer_BTC_1d_h1
