rmse,mae,mape,r2,directional_accuracy,win_rate,sharpe_ratio,max_drawdown,n_params,run_name
2161.3264679050826,1560.0812599940707,1.6726919987231366,0.9797078719348811,48.45605700712589,48.45605700712589,-0.7613395428860803,-0.5171093940734863,121730,attention_lstm_BTC_1d_h1
