model,asset,interval,epoch,train_loss,val_loss,lr,epoch_time
bilstm,BTC,1d,0,0.13098782300949097,0.10743774473667145,0.004304040347933147,2.98
bilstm,BTC,1d,1,0.10060761123895645,0.1294945329427719,0.0043032440811931775,1.92
bilstm,BTC,1d,2,0.09825550764799118,0.10348176956176758,0.00430191718825825,2.02
bilstm,BTC,1d,3,0.10002300888299942,0.10335893929004669,0.00430005999651934,2.0
bilstm,BTC,1d,4,0.094772569835186,0.08497247099876404,0.0042976729642107215,1.95
bilstm,BTC,1d,5,0.09564133733510971,0.12530310451984406,0.004294756680296897,1.87
bilstm,BTC,1d,6,0.096533864736557,0.08144956827163696,0.004291311864327287,1.87
bilstm,BTC,1d,7,0.09558986127376556,0.0710047110915184,0.004287339366258683,1.9
bilstm,BTC,1d,8,0.0992848128080368,0.10443834960460663,0.004282840166245544,1.15
bilstm,BTC,1d,9,0.10447314381599426,0.09048978984355927,0.0042778153743981496,1.86
bilstm,BTC,1d,10,0.10330760478973389,0.12067663669586182,0.0042722662305087,2.55
bilstm,BTC,1d,11,0.10032018274068832,0.09461608529090881,0.004266194103745418,1.9
bilstm,BTC,1d,12,0.10087373852729797,0.100422702729702,0.004259600492314721,2.02
bilstm,BTC,1d,13,0.09962613135576248,0.10988699644804001,0.004252487023091569,1.88
bilstm,BTC,1d,14,0.10098610073328018,0.09563913196325302,0.00424485545121805,1.99
bilstm,BTC,1d,15,0.10047388076782227,0.07067371159791946,0.004236707659670332,1.92
bilstm,BTC,1d,16,0.09726323932409286,0.11619371920824051,0.0042280456587940616,1.92
bilstm,BTC,1d,17,0.10365421324968338,0.11765321344137192,0.004218871585808341,1.85
bilstm,BTC,1d,18,0.09499838203191757,0.101079560816288,0.004209187704278405,1.94
bilstm,BTC,1d,19,0.10055463761091232,0.06995455920696259,0.004198996403557119,2.15
bilstm,BTC,1d,20,0.10667131096124649,0.08927734196186066,0.00418830019819544,2.54
bilstm,BTC,1d,21,0.11255776882171631,0.0962340384721756,0.00417710172732199,2.0
bilstm,BTC,1d,22,0.09933214634656906,0.08447431772947311,0.0041654037539918904,2.05
bilstm,BTC,1d,23,0.10272347182035446,0.10162975639104843,0.00415320916450502,1.96
bilstm,BTC,1d,24,0.10090544074773788,0.11518709361553192,0.004140520967693863,1.27
bilstm,BTC,1d,25,0.09748436510562897,0.0980319008231163,0.0041273422941811265,1.98
bilstm,BTC,1d,26,0.10245972126722336,0.09743344783782959,0.004113676395607301,1.86
bilstm,BTC,1d,27,0.09606620669364929,0.11285147070884705,0.004099526643828374,1.85
bilstm,BTC,1d,28,0.09946770966053009,0.07901492714881897,0.004084896530083869,1.83
bilstm,BTC,1d,29,0.09324478358030319,0.12843655049800873,0.0040697896641354375,1.87
bilstm,BTC,1d,30,0.09576726704835892,0.060439951717853546,0.004054209773376204,2.46
bilstm,BTC,1d,31,0.09568877518177032,0.09386265277862549,0.004038160701911084,1.91
bilstm,BTC,1d,32,0.09537933021783829,0.06564737856388092,0.004021646409608316,1.82
bilstm,BTC,1d,33,0.10509570688009262,0.1150587648153305,0.004004670971122418,1.83
bilstm,BTC,1d,34,0.09676264226436615,0.1240401491522789,0.0039872385748888255,2.02
bilstm,BTC,1d,35,0.09612802416086197,0.1296805441379547,0.003969353522090463,1.89
bilstm,BTC,1d,36,0.09822887927293777,0.11233589053153992,0.00395102022559649,1.89
bilstm,BTC,1d,37,0.09271393716335297,0.08845726400613785,0.003932243208873487,1.85
bilstm,BTC,1d,38,0.09950446337461472,0.07071306556463242,0.003913027104869366,1.86
bilstm,BTC,1d,39,0.10443620383739471,0.11774258315563202,0.003893376654870253,1.86
bilstm,BTC,1d,40,0.11217714101076126,0.08359276503324509,0.003873296707330649,1.69
bilstm,BTC,1d,41,0.09909162670373917,0.09401725977659225,0.0038527922166771453,1.89
bilstm,BTC,1d,42,0.10291237384080887,0.08964260667562485,0.003831868242085998,1.86
bilstm,BTC,1d,43,0.10424598306417465,0.10753597319126129,0.003810529946234843,1.84
bilstm,BTC,1d,44,0.0963229238986969,0.10575909912586212,0.0037887825940288913,1.89
bilstm,BTC,1d,45,0.09819593280553818,0.11107584834098816,0.0037666315513018864,1.85
