rmse,mae,mape,r2,directional_accuracy,win_rate,sharpe_ratio,max_drawdown,n_params,run_name
2165.3079914351392,1623.7786347894792,1.7099072571349114,0.9815892940284128,49.307479224376735,49.307479224376735,0.22231564000250384,-0.40585237741470337,285953,bilstm_BTC_1d_h1
