epoch,grad_norm_max,grad_norm_mean,loss_dir,loss_huber,loss_mse,lr-Adam,step,test_loss,train_loss,val_loss
43,,,,,,,2815,,,0.12802159786224365
43,,,0.5247495174407959,0.005176897160708904,0.010353794321417809,,2815,,0.11167987436056137,
,,,,,,0.0008853713647665072,2816,,,
44,,,,,,,2879,,,0.11560140550136566
44,,,0.5234082937240601,0.0052649094723165035,0.010529818944633007,,2879,,0.11152604222297668,
,,,,,,0.000880322779817216,2880,,,
45,,,,,,,2943,,,0.11702930927276611
45,,,0.5130150318145752,0.004870670381933451,0.009741340763866901,,2943,,0.10893487185239792,
,,,,,,0.0008751804792804151,2944,,,
46,,,,,,,3007,,,0.11055854707956314
46,,,0.510170042514801,0.004963206592947245,0.00992641318589449,,3007,,0.10848619788885117,
,,,,,,0.000869945731941816,3008,,,
47,,,,,,,3071,,,0.11649691313505173
47,,,0.5221061110496521,0.0048505994491279125,0.009701198898255825,,3071,,0.11072700470685959,
,,,,,,0.0008646198293969955,3072,,,
48,,,,,,,3135,,,0.11462670564651489
48,,,0.5058693289756775,0.00483357347548008,0.00966714695096016,,3135,,0.10745750367641449,
,,,,,,0.0008592040857327133,3136,,,
49,,,,,,,3199,,,0.11259078979492188
49,,,0.49977314472198486,0.004808560013771057,0.009617120027542114,,3199,,0.10620573908090591,
50,,,,,,,3200,0.11667413264513016,,
