epoch,grad_norm_max,grad_norm_mean,loss_dir,loss_huber,loss_mse,lr-Adam,step,test_loss,train_loss,val_loss
,,,,,,0.001,0,,,
0,0.08309862017631531,0.030317164957523346,,,,,9,,,
0,0.07437840104103088,0.021381476894021034,,,,,19,,,
0,0.07684329897165298,0.02003641240298748,,,,,29,,,
0,0.026339655742049217,0.009398657828569412,,,,,39,,,
0,0.010064562782645226,0.0039800070226192474,,,,,49,,,
0,0.0028009151574224234,0.0010961476946249604,,,,,59,,,
0,,,,,,,63,,,0.11694076657295227
0,,,0.4925577640533447,0.0027296897023916245,0.005459379404783249,,63,,0.10206014662981033,
,,,,,,0.0009999383779245895,64,,,
1,,,,,,,127,,,0.10246933996677399
1,,,0.4810881018638611,0.0007857560412958264,0.0015715120825916529,,127,,0.09723912179470062,
,,,,,,0.000999753526902683,128,,,
2,,,,,,,191,,,0.11911743134260178
2,,,0.4750308394432068,0.0007986039272509515,0.001597207854501903,,191,,0.09604436904191971,
,,,,,,0.0009994454925435043,192,,,
3,,,,,,,255,,,0.10033457726240158
3,,,0.49478960037231445,0.000804088544100523,0.001608177088201046,,255,,0.10000325739383698,
,,,,,,0.000999014350849922,256,,,
4,,,,,,,319,,,0.12116431444883347
4,,,0.48354071378707886,0.0007384055061265826,0.0014768110122531652,,319,,0.09766807407140732,
,,,,,,0.0009984602081996978,320,,,
5,,,,,,,383,,,0.11261359602212906
5,,,0.4714078903198242,0.000748058722820133,0.001496117445640266,,383,,0.0952540710568428,
,,,,,,0.0009977832013192388,384,,,
6,,,,,,,447,,,0.11534392833709717
6,,,0.491120308637619,0.0007418934255838394,0.0014837868511676788,,447,,0.09918850660324097,
,,,,,,0.0009969834972498627,448,,,
7,,,,,,,511,,,0.1157955676317215
7,,,0.49212634563446045,0.0007391549297608435,0.001478309859521687,,511,,0.09938619285821915,
,,,,,,0.000996061293306582,512,,,
8,,,,,,,575,,,0.10570845752954483
8,,,0.4784294664859772,0.0007253877120092511,0.0014507754240185022,,575,,0.09662888944149017,
,,,,,,0.0009950168170294207,576,,,
9,,,,,,,639,,,0.11306507140398026
9,,,0.47233325242996216,0.00070492725353688,0.00140985450707376,,639,,0.09538304805755615,
,,,,,,0.0009938503261272716,640,,,
10,0.015218198299407959,0.005298051051795483,,,,,649,,,
10,0.010900829918682575,0.002701333723962307,,,,,659,,,
10,0.006152162328362465,0.001573680667206645,,,,,669,,,
10,0.02636845037341118,0.006220977753400803,,,,,679,,,
10,0.0204455628991127,0.006166659761220217,,,,,689,,,
10,0.008460658602416515,0.0016860831528902054,,,,,699,,,
10,,,,,,,703,,,0.10025011748075485
10,,,0.4910287857055664,0.0007053586887195706,0.0014107173774391413,,703,,0.09912271797657013,
,,,,,,0.0009925621084143099,704,,,
11,,,,,,,767,,,0.09983501583337784
11,,,0.4890332818031311,0.0007099200156517327,0.0014198400313034654,,767,,0.09872954338788986,
,,,,,,0.0009911524817389804,768,,,
12,,,,,,,831,,,0.10626000910997391
12,,,0.4869946837425232,0.0007067291880957782,0.0014134583761915565,,831,,0.0983176901936531,
,,,,,,0.0009896217939055723,832,,,
13,,,,,,,895,,,0.10524863004684448
13,,,0.46622800827026367,0.0006846153410151601,0.0013692306820303202,,895,,0.0941355973482132,
,,,,,,0.0009879704225884047,896,,,
14,,,,,,,959,,,0.10461422801017761
14,,,0.48340892791748047,0.0006909682997502387,0.0013819365995004773,,959,,0.09758006036281586,
,,,,,,0.0009861987752386398,960,,,
15,,,,,,,1023,,,0.10984428972005844
