epoch,grad_norm_max,grad_norm_mean,loss_dir,loss_huber,loss_mse,lr-Adam,step,test_loss,train_loss,val_loss
15,,,0.48594003915786743,0.0006851998623460531,0.0013703997246921062,,1023,,0.09807877987623215,
,,,,,,0.0009843072889837514,1024,,,
16,,,,,,,1087,,,0.10782481729984283
16,,,0.4889909327030182,0.0006910234806127846,0.0013820469612255692,,1087,,0.0986965000629425,
,,,,,,0.0009822964305196704,1088,,,
17,,,,,,,1151,,,0.09773135930299759
17,,,0.47680041193962097,0.0006764472345821559,0.0013528944691643119,,1151,,0.09623945504426956,
,,,,,,0.0009801666959956333,1152,,,
18,,,,,,,1215,,,0.10733551532030106
18,,,0.46013301610946655,0.0006808810867369175,0.001361762173473835,,1215,,0.0929117426276207,
,,,,,,0.0009779186108917661,1216,,,
19,,,,,,,1279,,,0.10948818922042847
19,,,0.488456130027771,0.0006765142898075283,0.0013530285796150565,,1279,,0.09857069700956345,
,,,,,,0.0009755527298894296,1280,,,
20,0.008009184151887894,0.002511008642613888,,,,,1289,,,
20,0.0034368422348052263,0.0011633529793471098,,,,,1299,,,
20,0.004094820003956556,0.0009347346494905651,,,,,1309,,,
20,0.0074115898460149765,0.0020327253732830286,,,,,1319,,,
20,0.004238673951476812,0.0016105070244520903,,,,,1329,,,
20,0.0035291502717882395,0.000709807442035526,,,,,1339,,,
20,,,,,,,1343,,,0.10570976138114929
20,,,0.49402281641960144,0.000675894261803478,0.001351788523606956,,1343,,0.0996832475066185,
,,,,,,0.0009730696367343592,1344,,,
21,,,,,,,1407,,,0.10476434230804443
21,,,0.463660329580307,0.0006743575795553625,0.001348715159110725,,1407,,0.09360873699188232,
,,,,,,0.0009704699440926359,1408,,,
22,,,,,,,1471,,,0.10795961320400238
22,,,0.4742790460586548,0.0006755138747394085,0.001351027749478817,,1471,,0.09573394805192947,
,,,,,,0.0009677542933995191,1472,,,
23,,,,,,,1535,,,0.11427910625934601
23,,,0.47427499294281006,0.0006734945927746594,0.0013469891855493188,,1535,,0.09573053568601608,
,,,,,,0.0009649233547011819,1536,,,
24,,,,,,,1599,,,0.11373097449541092
24,,,0.47530755400657654,0.0006702226237393916,0.0013404452474787831,,1599,,0.09593279659748077,
,,,,,,0.000961977826489388,1600,,,
25,,,,,,,1663,,,0.11440423876047134
25,,,0.4727697968482971,0.000670377747155726,0.001340755494311452,,1663,,0.09542547166347504,
,,,,,,0.0009589184355291488,1664,,,
26,,,,,,,1727,,,0.10957049578428268
26,,,0.4753131568431854,0.0006707255379296839,0.0013414510758593678,,1727,,0.09593459963798523,
,,,,,,0.0009557459366794051,1728,,,
27,,,,,,,1791,,,0.11163748055696487
27,,,0.46617624163627625,0.0006679657963104546,0.0013359315926209092,,1791,,0.09410359710454941,
,,,,,,0.000952461112706777,1792,,,
28,,,,,,,1855,,,0.1180066391825676
28,,,0.4646645486354828,0.0006684336112812161,0.0013368672225624323,,1855,,0.09380190819501877,
,,,,,,0.0009490647740924278,1856,,,
29,,,,,,,1919,,,0.12128879129886627
29,,,0.45556187629699707,0.0006689262809231877,0.0013378525618463755,,1919,,0.09198197722434998,
,,,,,,0.00094555775883209,1920,,,
30,0.00503495940938592,0.001382349757477641,,,,,1929,,,
30,0.003481243271380663,0.0008305825176648796,,,,,1939,,,
30,0.0005574568640440702,0.00027446591411717236,,,,,1949,,,
30,0.016301780939102173,0.003344956785440445,,,,,1959,,,
30,0.003946624230593443,0.0013658616226166487,,,,,1969,,,
30,0.00623695133253932,0.0010027638636529446,,,,,1979,,,
30,,,,,,,1983,,,0.11704768985509872
30,,,0.4606204032897949,0.0006693967734463513,0.0013387935468927026,,1983,,0.09299430251121521,
,,,,,,0.0009419409322293028,1984,,,
31,,,,,,,2047,,,0.11164730787277222
31,,,0.4692264795303345,0.000666513224132359,0.001333026448264718,,2047,,0.09471175819635391,
,,,,,,0.0009382151866819101,2048,,,
32,,,,,,,2111,,,0.10536731779575348
32,,,0.4434199929237366,0.0006625402020290494,0.0013250804040580988,,2111,,0.08954530954360962,
33,,,,,,,2112,0.08932674676179886,,
